(26.77551466974983, 62, 1, 1.3448572158813477)
(29.43703446006996, 195, 8, 1.3836569786071777)
(21.050199054950447, 190, 0, 1.022650957107544)
(23.257109254730114, 102, 30, 1.3803250789642334)
(8.667952809798985, 128, 178, 0.26857495307922363)
(21.82021967262078, 163, 0, 1.3517398834228516)
(25.10764980856939, 47, 32, 1.2758777141571045)
(17.130433237785443, 159, 179, 0.3099210262298584)
(22.735414685609236, 3, 0, 1.333956241607666)
(11.582364275137063, 28, 174, 0.32999491691589355)
(7.492952516513118, 207, 178, 0.2846822738647461)
(12.957581791595773, 173, 178, 0.28967809677124023)
(17.885640860901578, 203, 68, 0.9703700542449951)
(6.355467133619519, 38, 179, 0.23935413360595703)
(14.490163346610403, 95, 94, 0.7522079944610596)
(22.112371206644294, 13, 2, 1.2179179191589355)
(21.330130855655046, 59, 1, 1.1664319038391113)
(23.03233375913285, 125, 0, 1.410304069519043)
(22.15217923859376, 149, 13, 1.0219697952270508)
(18.240609741599147, 192, 1, 1.052184820175171)
(6.043484329414691, 124, 183, 0.1844491958618164)
(18.830677681741054, 175, 30, 1.2004339694976807)
(30.02192688779493, 149, 0, 1.4068849086761475)
(6.55141303352258, 113, 147, 0.39504098892211914)
(11.791201036536604, 28, 170, 0.3095061779022217)
(6.810427672219812, 199, 178, 0.30429506301879883)
(21.197802448984696, 117, 17, 1.2330610752105713)
(16.62886867767663, 57, 14, 0.8940958976745605)
(19.669497318096234, 196, 26, 1.06398606300354)
(21.703648619945756, 154, 27, 1.2923767566680908)
(32.522371311027754, 6, 0, 1.7148661613464355)
(5.275963004679101, 0, 179, 0.2654891014099121)
(21.877656253079817, 46, 129, 0.6109919548034668)
(27.078046498930096, 79, 0, 1.5679328441619873)
(6.096505691935857, 105, 148, 0.3723790645599365)
(17.57321990223303, 191, 96, 0.5113279819488525)
(22.283334688360227, 97, 35, 1.0762150287628174)
(20.583383295788668, 87, 21, 0.8928391933441162)
(21.427595754452213, 200, 37, 0.8358621597290039)
(19.7300488355105, 201, 169, 0.34302711486816406)
(26.488512714203374, 181, 0, 1.696653127670288)
(8.297355055128723, 105, 129, 0.41765403747558594)
(23.849673659895547, 134, 0, 1.5448589324951172)
(5.55172174147672, 0, 179, 0.29773807525634766)
(19.06463025308161, 192, 91, 0.6423232555389404)
(19.5239771421812, 24, 13, 1.2141270637512207)
(11.028798958779172, 28, 180, 0.2532689571380615)
(17.59433781151596, 107, 7, 0.9760160446166992)
(6.342401492365886, 22, 179, 0.30144214630126953)
(17.973144579563055, 15, 11, 1.0122261047363281)
(16.933946101624397, 90, 33, 0.9209396839141846)
(7.1382247289049685, 0, 178, 0.32938694953918457)
(5.989991247564476, 199, 178, 0.2612452507019043)
(19.029737855583093, 36, 4, 1.1176302433013916)
(4.894002443477409, 124, 175, 0.21905779838562012)
(13.458603494861334, 52, 69, 0.5959439277648926)
(17.37214148867442, 111, 93, 0.7597990036010742)
(20.516709698247034, 187, 56, 1.0415639877319336)
(15.801288498106672, 77, 8, 1.040160894393921)
(21.05456056897072, 81, 0, 1.2179548740386963)
(9.027051984279723, 148, 180, 0.25433826446533203)
(15.939254525415162, 203, 24, 0.8532180786132812)
(22.974421944001527, 198, 0, 1.2998027801513672)
(6.231467559415011, 38, 179, 0.2586669921875)
(17.920376608563213, 94, 47, 1.0715701580047607)
(18.06864967277078, 14, 3, 1.033390998840332)
(8.503272877397983, 126, 180, 0.23483681678771973)
(20.091871091889743, 175, 30, 0.8967421054840088)
(17.8763833117041, 59, 13, 0.9927148818969727)
(20.237458532477127, 2, 0, 1.2479679584503174)
(19.659213859415008, 1, 89, 0.6914749145507812)
(22.025933287898628, 141, 30, 1.2883930206298828)
(26.195040709452222, 69, 0, 1.463994026184082)
(16.225164166183543, 13, 84, 0.8031308650970459)
(18.728968173105965, 117, 47, 1.227027177810669)
(20.35574569624568, 20, 25, 1.2752320766448975)
(8.999636867532331, 76, 98, 0.36227917671203613)
(27.195343878527453, 188, 0, 1.5713582038879395)
(22.50998392686916, 164, 0, 1.2741219997406006)
(12.104017880431421, 15, 82, 0.659226655960083)
(17.33323908105418, 28, 101, 0.6880471706390381)
(5.821725033757972, 156, 179, 0.26903605461120605)
(7.145869854803639, 128, 178, 0.3277089595794678)
(18.66162685325211, 162, 35, 1.0436749458312988)
(24.26164084322284, 197, 3, 1.3739662170410156)
(7.096252688902265, 123, 178, 0.3106849193572998)
(3.7741578409572223, 113, 172, 0.2577781677246094)
(7.6604720217414535, 124, 148, 0.43987011909484863)
(5.5518840704924495, 10, 179, 0.2877659797668457)
(13.887362918896077, 196, 102, 0.5998630523681641)
