(26.77551466974983, 62, 4, 1.3261041641235352, 1)
(29.43703446006996, 195, 8, 1.40385103225708, 14)
(21.050199054950447, 190, 0, 1.0171918869018555, 0)
(23.257109254730114, 102, 34, 1.3679618835449219, 1)
(8.667952809798985, 128, 178, 0.2689979076385498, 0)
(21.82021967262078, 163, 0, 1.3501601219177246, 0)
(25.10764980856939, 47, 35, 1.2607710361480713, 1)
(17.130433237785443, 159, 188, 0.278606653213501, 2)
(22.735414685609236, 3, 0, 1.3430290222167969, 0)
(11.582364275137063, 28, 177, 0.3212089538574219, 2)
(7.492952516513118, 207, 178, 0.2911388874053955, 1)
(12.957581791595773, 173, 178, 0.28909897804260254, 0)
(17.885640860901578, 203, 76, 0.9421679973602295, 1)
(6.355467133619519, 38, 179, 0.24341487884521484, 0)
(14.490163346610403, 95, 123, 0.6318881511688232, 2)
(22.112371206644294, 13, 7, 1.214897871017456, 7)
(21.330130855655046, 59, 1, 1.1667909622192383, 0)
(23.03233375913285, 125, 12, 1.3964991569519043, 1)
(22.15217923859376, 149, 19, 0.9994261264801025, 1)
(18.240609741599147, 192, 6, 1.0456619262695312, 1)
(6.043484329414691, 124, 189, 0.17730116844177246, 3)
(18.830677681741054, 175, 48, 1.1298539638519287, 1)
(30.02192688779493, 149, 0, 1.4187119007110596, 0)
(6.55141303352258, 113, 148, 0.3943352699279785, 1)
(11.791201036536604, 28, 178, 0.27442002296447754, 2)
(6.810427672219812, 199, 178, 0.30680179595947266, 0)
(21.197802448984696, 117, 45, 1.1517879962921143, 1)
(16.62886867767663, 57, 37, 0.8300731182098389, 1)
(19.669497318096234, 196, 39, 1.0297868251800537, 1)
(21.703648619945756, 154, 43, 1.229020118713379, 1)
(32.522371311027754, 6, 0, 1.7163562774658203, 0)
(5.275963004679101, 0, 179, 0.26829075813293457, 0)
(21.877656253079817, 46, 155, 0.4647200107574463, 1)
(27.078046498930096, 79, 0, 1.573348045349121, 3)
(6.096505691935857, 105, 151, 0.37204885482788086, 2)
(17.57321990223303, 191, 122, 0.4426298141479492, 1)
(22.283334688360227, 97, 61, 0.9847142696380615, 1)
(20.583383295788668, 87, 52, 0.7987649440765381, 2)
(21.427595754452213, 200, 52, 0.791813850402832, 1)
(19.7300488355105, 201, 175, 0.32235288619995117, 1)
(26.488512714203374, 181, 0, 1.700495958328247, 1)
(8.297355055128723, 105, 137, 0.3966703414916992, 1)
(23.849673659895547, 134, 0, 1.5387918949127197, 0)
(5.55172174147672, 0, 179, 0.2992539405822754, 0)
(19.06463025308161, 192, 91, 0.6892471313476562, 23)
(19.5239771421812, 24, 24, 1.1966416835784912, 1)
(11.028798958779172, 28, 182, 0.2505478858947754, 2)
(17.59433781151596, 107, 20, 0.9507150650024414, 1)
(6.342401492365886, 22, 180, 0.29177117347717285, 1)
(17.973144579563055, 15, 20, 0.9818620681762695, 1)
(16.933946101624397, 90, 44, 0.9317700862884521, 1)
(7.1382247289049685, 0, 178, 0.3285222053527832, 1)
(5.989991247564476, 199, 178, 0.2580587863922119, 0)
(19.029737855583093, 36, 8, 1.1078038215637207, 1)
(4.894002443477409, 124, 178, 0.21593022346496582, 2)
(13.458603494861334, 52, 91, 0.533458948135376, 1)
(17.37214148867442, 111, 104, 0.701200008392334, 1)
(20.516709698247034, 187, 86, 0.9030132293701172, 1)
(15.801288498106672, 77, 37, 0.9799411296844482, 1)
(21.05456056897072, 81, 0, 1.2831029891967773, 0)
(9.027051984279723, 148, 180, 0.2579798698425293, 0)
(15.939254525415162, 203, 44, 0.8110189437866211, 1)
(22.974421944001527, 198, 0, 1.298191785812378, 0)
(6.231467559415011, 38, 179, 0.2573270797729492, 0)
(17.920376608563213, 94, 60, 1.0248770713806152, 1)
(18.06864967277078, 14, 21, 1.0071280002593994, 1)
(8.503272877397983, 126, 180, 0.2316722869873047, 0)
(20.091871091889743, 175, 50, 0.8400928974151611, 8)
(17.8763833117041, 59, 47, 0.9172649383544922, 1)
(20.237458532477127, 2, 0, 1.2413742542266846, 0)
(19.659213859415008, 1, 100, 0.6319308280944824, 9)
(22.025933287898628, 141, 34, 1.2901902198791504, 1)
(26.195040709452222, 69, 0, 1.4242298603057861, 0)
(16.225164166183543, 13, 95, 0.7570559978485107, 3)
(18.728968173105965, 117, 58, 1.2111098766326904, 1)
(20.35574569624568, 20, 38, 1.2294249534606934, 1)
(8.999636867532331, 76, 110, 0.3243598937988281, 1)
(27.195343878527453, 188, 6, 1.562978982925415, 1)
(22.50998392686916, 164, 10, 1.236219882965088, 1)
(12.104017880431421, 15, 94, 0.6571569442749023, 1)
(17.33323908105418, 28, 119, 0.6177351474761963, 1)
(5.821725033757972, 156, 179, 0.27188825607299805, 0)
(7.145869854803639, 128, 178, 0.33671021461486816, 0)
(18.66162685325211, 162, 56, 0.9891211986541748, 1)
(24.26164084322284, 197, 5, 1.3669168949127197, 1)
(7.096252688902265, 123, 178, 0.3103759288787842, 0)
(3.7741578409572223, 113, 179, 0.23351812362670898, 1)
(7.6604720217414535, 124, 152, 0.42734408378601074, 1)
(5.5518840704924495, 10, 179, 0.2871830463409424, 0)
(13.887362918896077, 196, 122, 0.5312130451202393, 2)
