,0,1,2,3
att1,277.18918,96565.39,12.424188,0.510644
att2,276.88245,96552.95,12.823456,0.3218172
att3,277.01492,96523.64,12.726514,0.34133285
att4,277.0761,96478.125,12.314004,0.32643473
att5,276.89972,96486.98,12.41985,0.43915254
att6,276.8988,96531.92,12.752716,0.43124616
att7,276.90308,96476.484,12.795701,0.14004593
att8,276.76654,96453.836,12.620665,0.23242582
att9,276.94354,96476.36,12.5615,0.35944456
att10,277.06073,96446.625,12.6672325,0.41154602
att11,276.72766,96438.2,12.841855,0.48920393
att12,276.63004,96443.445,12.8763485,0.48015893
att13,276.53418,96417.53,12.973217,0.46856275
att14,276.56082,96400.82,12.947074,0.42251903
att15,276.72705,96416.195,12.905926,0.38192075
att16,276.8313,96359.266,12.8671255,0.39589617
att17,277.0367,96260.63,12.520729,0.22523877
att18,277.36224,96276.27,12.338079,0.28640315
att19,277.28305,96336.07,12.375823,0.34883854
att20,277.2134,96359.59,12.287948,0.3371757
att21,277.19974,96387.164,12.180915,0.28020847
att22,277.08362,96412.99,12.10054,0.37418392
att23,276.9757,96335.28,11.8943,0.41573256
att24,276.7259,96228.03,11.8033085,0.507812
att25,276.9555,96183.82,11.573051,0.47665736
att26,277.06564,96194.5,11.613547,0.3689975
att27,276.82077,96194.74,11.724141,0.31598097
att28,276.5247,96218.555,11.84392,0.51921993
att29,276.53427,96240.61,11.723734,0.5065401
att30,276.64267,96287.766,11.724557,0.33117405
att31,276.76422,96350.375,11.500979,0.2938338
att32,276.73325,96370.77,11.720978,0.05714329
att33,276.45648,96321.27,11.994385,0.11640521
att34,276.03778,96323.734,12.082697,0.33063173
att35,275.8268,96363.734,12.333634,0.41659537
att36,275.93884,96380.266,12.649392,0.30470425
att37,276.22397,96399.45,12.660042,0.34039575
att38,276.46127,96434.055,12.754356,0.14597219
att39,276.41287,96466.77,12.802925,0.1815269
att40,276.58908,96527.82,12.273417,0.32616162
att41,276.78433,96542.63,11.9712305,0.37633955
att42,276.41107,96514.9,12.274448,0.29377568
att43,276.32016,96526.78,12.533475,0.4627122
att44,276.1347,96493.484,12.499066,0.28361237
att45,276.5504,96386.74,11.812252,0.26619586
att46,276.53842,96395.96,11.471666,0.011590745
att47,276.47372,96371.6,11.450044,-0.05767478
att48,276.31256,96336.62,11.888454,-0.018452022
att49,276.312,96307.54,12.171189,-0.01688068
att50,276.02258,96289.0,12.476999,0.029349526
