,0,1,2,3
att1,276.42328,96545.97,13.479073,0.39811745
att2,276.35468,96594.51,13.264561,0.4199021
att3,276.19818,96623.87,13.154099,0.4455547
att4,276.13983,96557.15,12.909848,0.42556238
att5,276.2754,96524.59,12.882608,0.285589
att6,276.1603,96551.61,13.0664215,0.38132814
att7,275.92065,96542.0,13.11133,0.519805
att8,275.8287,96587.02,13.188202,0.4991725
att9,275.75757,96585.53,13.14166,0.51698834
att10,275.7498,96575.78,13.08433,0.3785456
att11,275.75186,96571.695,13.018837,0.41777223
att12,275.5323,96572.87,12.835267,0.36529967
att13,275.60327,96576.11,12.674788,0.3908733
att14,275.6729,96566.41,12.49627,0.3629566
att15,275.76093,96513.11,12.500947,0.41277787
att16,275.74838,96451.4,12.143075,0.39435047
att17,275.75168,96472.72,12.031628,0.3623203
att18,275.77115,96528.73,11.995657,0.43565756
att19,275.77267,96572.58,12.199288,0.38391465
att20,275.92218,96601.8,12.1391945,0.22234792
att21,275.94824,96602.44,12.063109,0.35772172
att22,276.0509,96528.23,11.828034,0.398751
att23,275.95267,96461.08,11.524662,0.46664485
att24,276.086,96414.47,11.538886,0.35396513
att25,276.10126,96379.71,11.703646,0.49026066
att26,275.95633,96323.44,11.733354,0.45866168
att27,275.95004,96347.914,11.449341,0.42419335
att28,276.0658,96388.38,11.40541,0.50421613
att29,276.1445,96435.93,11.583482,0.42862648
att30,276.28418,96499.23,11.696239,0.39800534
att31,276.54922,96514.88,11.648807,0.2755338
att32,276.50446,96503.766,11.799143,0.2696756
att33,276.3733,96540.64,11.953504,0.33643553
att34,276.3859,96557.336,12.036378,0.48513994
att35,276.2875,96594.414,11.961272,0.41631863
att36,276.51355,96534.6,10.99958,0.3919597
att37,276.88336,96477.5,11.104129,0.39277032
att38,276.26944,96538.914,11.661573,0.2462759
att39,275.72107,96555.766,11.922371,0.24244872
att40,275.41965,96483.625,11.466104,0.3616287
att41,275.35007,96464.87,11.277671,0.38002
att42,274.9643,96425.055,11.401049,0.43677232
att43,274.74283,96418.07,11.622541,0.4408792
att44,274.67075,96412.164,11.846141,0.49409264
att45,274.8147,96406.586,11.970253,0.4120959
att46,274.62622,96385.734,11.92249,0.392675
att47,274.61752,96345.56,12.040376,0.24379095
att48,274.70135,96362.055,12.059743,0.20023991
att49,274.73373,96409.15,12.293735,0.04833257
att50,274.52573,96438.04,12.248601,0.14673615
att51,274.5132,96511.98,12.184057,0.2030492
att52,274.48596,96558.53,12.25276,0.10883751
att53,274.5765,96539.8,12.112938,0.22810605
att54,274.85696,96457.94,11.967607,0.22892803
att55,274.9183,96368.95,11.73223,0.11550805
att56,274.8883,96337.18,11.919418,0.1706784
att57,274.95288,96298.305,11.997885,-0.008944809
att58,274.98572,96307.375,11.660573,0.06407355
att59,275.1437,96318.63,11.482576,0.1250372
att60,275.1036,96320.51,11.542106,0.10994496
att61,275.06625,96352.0,11.443937,0.22264175
att62,275.1186,96342.37,11.547079,0.27913338
att63,274.9598,96341.93,11.683797,0.07920676
att64,274.6552,96365.05,12.000515,-0.05569054
att65,274.3097,96369.12,12.477076,0.10771899
att66,274.34775,96360.13,12.544152,0.13684955
att67,274.48868,96341.64,12.45843,-0.019679286
att68,274.24728,96344.73,12.652894,-0.14574583
att69,274.2723,96365.805,12.817777,-0.09125847
att70,274.2839,96417.66,12.864805,-0.014450003
att71,274.01294,96403.11,13.054426,-0.02077412
att72,274.09882,96376.61,13.295355,0.081858896
att73,274.07733,96370.69,13.470065,0.10288537
att74,273.95612,96373.74,13.368766,0.029311355
att75,274.10944,96381.195,13.03816,-0.06271492
att76,274.1049,96328.73,13.1986065,0.014793744
att77,273.78955,96346.03,13.594041,0.15639557
att78,273.60043,96403.1,13.650905,0.082659975
att79,273.73926,96457.18,13.681061,0.06713772
att80,273.76755,96449.836,13.762038,0.17587142
att81,273.79233,96447.1,13.957694,0.14029413
att82,273.8921,96423.06,13.945998,0.10832676
att83,274.0905,96404.664,13.738441,-0.13416463
att84,274.25888,96460.51,13.480046,-0.19669601
att85,274.34042,96493.27,13.226439,-0.1661033
att86,274.13943,96534.164,13.176908,-0.07668167
att87,274.0279,96553.164,13.362909,-0.024461407
att88,274.3606,96500.59,13.137985,0.055198926
att89,274.74643,96476.055,12.9513445,-0.062397078
att90,274.97464,96460.516,13.060166,-0.162634
att91,274.66702,96504.625,13.3351145,-0.08848923
att92,274.52127,96525.83,13.321081,-0.16838448
att93,274.56845,96540.414,13.387416,-0.062116567
att94,274.82364,96483.94,12.801388,-0.20451753
att95,274.64868,96453.75,12.829608,-0.15936062
att96,274.43765,96479.56,13.23412,-0.14736857
att97,274.50092,96490.58,13.426867,-0.052512217
att98,274.56403,96456.92,13.569661,-0.24590167
att99,274.83975,96452.82,13.299344,-0.06871938
att100,275.1273,96453.29,13.208377,-0.28194144
att101,275.73218,96464.086,13.245237,-0.28944802
att102,275.8099,96469.58,13.32148,-0.12156937
att103,275.65686,96502.12,13.667319,0.031298697
att104,275.63315,96561.41,13.841913,-0.004934273
att105,275.5008,96592.32,14.002711,-0.22789654
att106,275.3212,96612.11,14.290076,-0.22175121
att107,275.57465,96590.555,14.435868,-0.20633547
att108,275.2939,96587.49,14.215373,-0.23456043
att109,275.45825,96608.4,13.867494,-0.3304394
att110,275.81866,96576.16,13.861088,-0.3676188
att111,276.1143,96491.51,13.864289,-0.36262152
att112,276.13837,96440.48,13.964737,-0.31547636
att113,276.03055,96447.54,13.962283,-0.29333323
att114,275.95972,96435.99,14.011463,-0.39330664
att115,276.14526,96390.62,13.705898,-0.28887725
