,0,1,2,3
att1,276.8228,96506.16,12.968521,0.38236502
att2,276.95328,96486.94,12.239647,0.2068684
att3,277.3324,96490.766,12.27294,0.3356165
att4,277.43173,96512.85,12.415868,0.30551857
att5,277.2647,96557.414,12.66693,0.4524126
att6,277.19595,96593.23,12.929235,0.6242458
att7,277.26462,96625.48,13.032753,0.45724887
att8,277.28134,96670.88,12.997436,0.30492488
att9,277.2373,96725.15,12.956164,0.44600552
att10,277.27887,96654.8,12.535959,0.3242609
att11,277.21072,96629.6,12.473234,0.41356084
att12,276.82373,96677.45,12.675359,0.418379
att13,276.66376,96685.34,13.024802,0.3420844
att14,276.65976,96667.12,13.45342,0.3852608
att15,276.7245,96599.266,13.664718,0.32589433
att16,276.8577,96572.53,13.649736,0.29604554
att17,276.75696,96565.84,13.641251,0.37669903
att18,276.59662,96541.734,13.694477,0.28689328
att19,276.61395,96534.43,13.413037,0.4419578
att20,276.72192,96550.1,13.515655,0.6934561
att21,276.52975,96555.836,13.706795,0.6760169
att22,276.42865,96511.61,13.806867,0.5112939
att23,276.53467,96478.72,13.8236065,0.5202045
att24,276.43622,96451.66,13.866459,0.5461492
att25,276.43433,96410.92,13.856117,0.32418203
att26,276.40317,96414.17,13.625359,0.5401769
att27,276.2992,96435.85,13.738351,0.53178364
att28,276.4202,96457.29,13.726821,0.5909315
att29,276.4784,96448.65,13.507975,0.4622537
att30,276.4739,96408.49,13.241727,0.442171
att31,276.45044,96424.45,12.979046,0.4894293
att32,276.32968,96532.836,13.435845,0.6255937
att33,276.3007,96527.125,13.875748,0.51418775
att34,276.3044,96520.234,14.026703,0.3695244
att35,276.14645,96489.445,14.332702,0.3608849
att36,276.23288,96445.32,14.513187,0.34485355
att37,276.01813,96407.22,14.432995,0.33010188
att38,275.77304,96362.086,14.095504,0.34674478
att39,275.87643,96376.56,13.610522,0.37379304
att40,276.0104,96339.73,13.336101,0.26829344
att41,276.33423,96335.695,13.230613,0.057901625
att42,276.16763,96376.97,13.356954,0.055650603
att43,276.16678,96362.88,13.386923,0.2313671
att44,276.02322,96336.28,13.277531,0.23087713
att45,275.91357,96376.875,13.203406,0.34775972
att46,275.941,96413.58,13.242859,0.37813938
att47,276.17755,96435.71,13.265953,0.34675613
att48,276.0837,96463.195,13.31136,0.37018088
att49,276.00232,96496.05,13.1841955,0.33450833
att50,275.91934,96479.195,13.3425,0.3235615
att51,275.71027,96439.07,13.54649,0.28156197
att52,275.6722,96394.96,13.678564,0.19491158
att53,275.74957,96382.67,13.861052,0.20758465
att54,275.59195,96339.26,14.058187,0.24286056
att55,275.93765,96283.516,13.890974,0.35062602
att56,275.7687,96285.21,13.85844,0.18589526
att57,275.7015,96379.77,13.906305,0.32544535
