,0,1,2,3
att1,278.07092,96532.33,12.670582,0.41200715
att2,277.9872,96518.35,12.80233,0.3483666
att3,277.9899,96468.2,12.8395405,0.46119478
att4,277.7172,96464.15,12.984005,0.44090474
att5,277.53006,96473.73,13.103446,0.4249334
att6,277.18817,96535.04,13.352595,0.5982106
att7,276.88315,96588.86,13.650861,0.67066675
att8,276.7448,96591.94,13.713168,0.5976131
att9,276.93954,96545.875,13.634726,0.56212336
att10,277.16104,96536.89,13.706004,0.6168208
att11,276.99844,96516.51,13.85367,0.4636624
att12,276.86218,96509.016,13.67808,0.3999904
att13,276.77472,96542.95,13.374527,0.41658497
att14,276.83292,96565.01,13.303117,0.4674991
att15,276.86197,96605.49,13.253303,0.61616623
att16,276.62576,96662.555,13.199882,0.62339133
att17,276.44934,96689.51,13.36013,0.63988775
att18,276.63898,96601.445,13.358929,0.5376389
att19,276.80728,96540.34,12.867411,0.42503527
att20,276.61905,96553.67,12.804818,0.29622903
att21,276.74158,96500.59,12.636322,0.33335716
att22,276.66907,96447.46,12.544624,0.4837984
att23,276.9559,96428.18,12.354972,0.430469
att24,276.89835,96498.875,12.218499,0.51160586
att25,276.77676,96544.2,12.177244,0.47209004
att26,276.96136,96553.5,11.978362,0.36452907
att27,276.94354,96532.93,11.93791,0.32735062
att28,276.9674,96556.02,12.027009,0.42270455
att29,276.77402,96590.21,12.212204,0.4182848
att30,276.48087,96570.664,12.253002,0.40343508
att31,276.313,96574.0,12.473019,0.47811165
att32,276.26837,96587.16,12.621405,0.5102483
att33,276.06302,96564.56,12.59628,0.56845605
att34,276.16418,96527.27,12.444883,0.51108825
att35,276.1134,96513.35,12.382539,0.4910321
att36,276.0606,96539.55,12.237603,0.38140213
att37,275.85995,96562.125,12.2524395,0.47012278
att38,275.77536,96560.414,12.353591,0.23722976
att39,275.86374,96525.664,12.450039,0.38798317
att40,275.8689,96457.35,12.400531,0.3847146
att41,275.86426,96424.04,12.430895,0.25393838
att42,275.9795,96432.555,12.181268,0.1255033
att43,275.98853,96475.875,12.186646,0.3286938
att44,276.0259,96516.07,12.36903,0.44850647
att45,276.059,96556.84,12.506341,0.3839136
att46,275.91653,96633.51,12.5769415,0.21813545
att47,276.0517,96608.375,12.626945,0.25772142
att48,276.17798,96558.39,12.472328,0.36501423
att49,276.2003,96539.55,12.357301,0.17855874
att50,276.40753,96523.5,12.190101,0.084628865
att51,276.5241,96564.53,12.39433,0.19374894
att52,276.26233,96633.09,12.805185,0.2267836
att53,276.25742,96657.42,12.914246,0.23768274
att54,276.64584,96704.805,12.737563,0.07176745
att55,276.5531,96724.65,12.627115,0.06593498
att56,276.54446,96745.18,12.472528,0.30201018
att57,276.62088,96724.64,12.674756,0.39139652
att58,276.54886,96675.02,12.466533,0.33416376
att59,276.29517,96673.23,12.536657,0.13730773
att60,276.09384,96612.055,12.940536,0.21340281
att61,275.8284,96592.84,13.016058,0.2821936
att62,275.79102,96488.71,12.927458,0.16984387
att63,275.89078,96388.02,12.952111,0.31904587
att64,275.60815,96377.78,12.765056,0.2948687
att65,275.36676,96354.29,12.8310995,0.2011967
att66,275.33496,96276.18,12.848143,0.29625082
att67,275.2076,96236.51,12.909025,0.19259703
att68,275.42688,96193.555,12.741346,0.10961947
att69,275.37433,96220.59,12.744149,0.17808124
att70,275.71735,96280.695,12.731376,0.05230979
att71,275.6826,96288.81,12.803674,0.09375576
att72,275.31354,96292.734,13.1284275,0.022783613
att73,275.14963,96309.664,13.483366,0.14751811
att74,275.19586,96320.95,13.730333,0.13364534
att75,275.43417,96358.77,13.881884,0.022272583
att76,275.41425,96424.27,13.991459,0.01784823
att77,275.211,96453.58,14.289137,0.09123762
att78,275.4275,96524.58,14.637363,0.10732681
att79,275.64725,96540.6,14.5334635,0.14733253
att80,275.63443,96551.8,14.302601,0.33801937
att81,275.69916,96661.17,14.32818,0.3685864
att82,276.03882,96666.016,14.185635,0.16358165
att83,276.23505,96575.445,13.778491,0.1781783
att84,276.31882,96553.35,13.82653,0.11319818
att85,276.32425,96508.84,13.828452,0.05127182
att86,276.08942,96545.836,13.896239,0.12317069
att87,276.25433,96573.97,13.782001,0.06719455
att88,276.56918,96532.14,13.68763,0.21930452
att89,276.37698,96453.07,13.717587,0.255956
att90,276.30408,96437.734,13.776319,-0.030853411
att91,276.65393,96429.77,13.57693,-0.10013711
att92,276.81396,96423.71,13.448332,-0.09472403
att93,276.82117,96419.53,13.744848,0.09596645
att94,276.68845,96462.77,14.092017,-0.07060308
att95,276.64218,96509.945,14.14033,-0.011278556
att96,276.4955,96519.16,13.972979,-0.08511889
att97,276.44354,96464.58,14.029203,-0.030206585
att98,276.4072,96517.95,14.203425,-0.048848048
att99,276.22784,96586.43,14.383273,-0.12606734
att100,276.29004,96641.945,14.436728,-0.12704253
att101,276.40125,96562.086,14.200115,0.019845854
att102,276.92218,96488.43,13.83185,-0.030421479
att103,276.9953,96490.336,13.664741,-0.0067656124
att104,277.21008,96540.2,13.568538,-0.03280642
att105,277.30737,96552.98,13.546998,-0.26076958
att106,277.35913,96491.37,13.377851,-0.14744492
att107,277.41174,96514.055,13.114842,-0.18231076
att108,277.4583,96588.98,13.026862,-0.14747822
att109,277.42377,96597.89,12.860705,-0.24446729
att110,277.52927,96598.6,12.957092,-0.3501817
att111,277.852,96601.02,12.951211,-0.275254
att112,277.96426,96548.79,12.978881,-0.23155731
att113,277.85745,96433.445,12.676514,-0.1878549
att114,277.8086,96390.01,12.869454,-0.24137755
