,0,1,2,3
att1,276.88287,96279.94,13.216898,0.24776362
att2,276.58963,96362.484,13.686723,0.22159167
att3,276.41577,96426.414,13.96408,0.29234326
att4,276.25528,96444.52,13.909659,0.29107597
att5,276.09015,96420.98,13.819413,0.09775978
att6,276.14618,96431.8,13.557232,0.0030623106
att7,276.27377,96443.85,13.338892,-0.0019290639
att8,276.3173,96437.67,13.256336,-0.0048286635
att9,276.16544,96392.21,13.243733,0.06170479
att10,276.13925,96362.71,12.968167,0.13268761
att11,276.31488,96349.32,12.74182,0.13365495
att12,276.5327,96282.914,12.25578,0.27715397
att13,276.78363,96226.0,12.062114,0.46593434
att14,276.6435,96245.91,12.311239,0.22366363
att15,276.52747,96277.73,12.59408,0.2113415
att16,276.37796,96330.195,12.902623,0.2716078
att17,276.2849,96389.3,12.946217,0.24761435
att18,276.42627,96363.13,12.812702,0.24486044
att19,276.61395,96349.914,12.791024,0.32327065
att20,276.44992,96357.664,13.007852,0.3055165
att21,276.20383,96339.15,13.209252,0.25264478
att22,276.15738,96322.88,13.280592,0.20530069
att23,276.43787,96384.01,12.87937,0.20020941
att24,276.46814,96440.34,12.65783,0.3052731
att25,276.24933,96500.91,12.884364,0.25099993
att26,276.22754,96538.086,13.104316,0.36744878
att27,275.9919,96512.89,13.157858,0.32090575
att28,275.91815,96439.74,12.941545,0.43422762
att29,275.907,96404.11,12.841182,0.3323089
att30,276.04846,96374.48,12.4389105,0.265804
att31,276.0925,96379.82,12.382256,0.38220125
att32,276.30124,96393.375,12.547352,0.22299007
att33,276.19955,96457.13,12.906959,0.3506413
att34,276.00577,96477.5,13.114793,0.28457487
att35,275.9807,96538.36,13.2215395,0.2514108
att36,276.15668,96498.53,12.905162,0.45870447
att37,276.00964,96433.31,13.057919,0.50732785
att38,275.83737,96365.15,13.191997,0.4959362
att39,275.73038,96340.4,12.863974,0.37441307
att40,275.9603,96355.32,12.453215,0.22630623
att41,276.00394,96355.97,12.551638,0.22330971
att42,276.08942,96372.95,12.617928,0.3754995
att43,276.04218,96394.38,12.623843,0.46557084
att44,275.99088,96419.086,12.488318,0.38028944
att45,275.82336,96415.734,12.625743,0.3786872
att46,275.65372,96406.72,12.67448,0.40318418
att47,275.81793,96384.85,12.350052,0.33787495
att48,275.9299,96331.555,12.159135,0.34756675
att49,275.91647,96338.36,12.526544,0.21405642
att50,275.79248,96339.82,12.7421055,0.3245986
att51,275.54184,96312.46,12.804736,0.2163101
att52,275.23212,96259.945,13.090411,0.20930567
att53,275.20706,96245.17,12.926955,0.14598952
att54,275.0741,96302.945,12.809192,0.14829166
att55,274.97742,96338.914,12.626825,0.3873868
att56,275.23294,96346.91,12.445351,0.3081288
att57,275.48682,96367.7,12.330023,0.32203782
att58,275.38016,96425.625,12.641708,0.19312502
att59,275.11267,96400.9,12.633303,-0.04253132
att60,275.1886,96423.37,12.502552,-0.039489
att61,275.09894,96423.41,12.497414,-0.03955559
att62,275.07373,96390.07,12.519991,0.035424568
att63,274.96408,96306.79,12.59449,0.034596715
att64,275.0061,96266.86,12.176947,0.00027693424
att65,274.99115,96326.63,12.367991,0.03772176
att66,274.75092,96418.664,12.818069,0.16620338
att67,274.4522,96463.625,12.997778,0.23575726
att68,274.16754,96410.234,13.245942,0.17030819
att69,274.1353,96401.49,13.635471,0.14865883
att70,274.04608,96402.16,14.100201,0.15634431
att71,274.20868,96360.266,14.110192,0.22748855
att72,274.39536,96326.836,13.637485,0.22670774
att73,274.4427,96363.05,13.350766,0.113844246
att74,274.66495,96316.52,13.200072,0.015026795
att75,274.54004,96260.58,13.29233,-0.12421509
att76,274.68164,96252.016,13.398345,-0.05820759
att77,274.85263,96245.41,13.197575,0.021941721
att78,274.8439,96252.36,13.119314,-0.013882943
att79,274.74576,96288.12,13.226129,0.0380871
att80,274.89328,96328.695,13.399755,-0.054642096
att81,274.72845,96344.195,13.330323,-0.00814961
att82,274.7508,96309.56,13.365337,-0.17264639
att83,274.64066,96305.72,13.420896,-0.15635058
att84,274.72025,96353.37,13.593869,-0.0021089877
att85,274.98077,96388.164,13.706606,-0.08558406
att86,275.3697,96405.78,13.574434,-0.005762945
att87,275.3634,96472.06,13.820536,0.025843907
att88,275.5074,96554.75,13.863183,0.010274159
att89,275.95004,96617.016,13.517011,-0.13191384
att90,275.87396,96632.76,13.283866,-0.101797804
att91,275.8257,96577.73,13.025004,0.0038244517
att92,275.92676,96487.766,12.765146,-0.06293558
att93,276.06064,96439.8,12.921891,-0.05445394
att94,275.7958,96467.79,13.244667,-0.04583789
att95,275.5562,96513.07,13.628291,0.15585339
att96,275.65717,96541.32,13.890756,0.025172334
att97,275.64304,96529.875,13.766753,0.06840098
att98,275.6658,96465.914,13.798725,0.08430293
att99,275.61093,96398.49,13.948551,-0.026861612
att100,275.41202,96393.055,13.924561,-0.038743217
att101,275.62213,96417.51,13.980339,-0.11312105
att102,275.84048,96464.52,13.68673,-0.16038994
att103,275.8399,96504.65,13.5210085,-0.17022236
att104,275.69925,96528.8,13.438655,-0.16456796
att105,275.64816,96483.78,13.364362,-0.39055806
att106,275.95834,96435.84,13.324843,-0.23013584
att107,276.0781,96425.46,13.388225,-0.21399058
att108,275.95398,96406.58,13.542795,-0.26430827
att109,275.86972,96437.12,13.625609,-0.20324188
att110,275.88055,96396.72,13.674477,-0.28653422
att111,276.01434,96352.484,13.630713,-0.09131729
att112,276.3354,96372.38,13.81294,-0.34630218
att113,276.69983,96392.98,13.863088,-0.3982
att114,276.7196,96378.77,13.897238,-0.34921506
att115,276.4318,96338.73,14.091758,-0.4343976
att116,276.45416,96364.15,14.072961,-0.36843973
att117,276.47278,96406.36,13.992896,-0.42430446
att118,276.52838,96376.57,13.745755,-0.4953043
att119,276.72592,96341.695,13.527922,-0.4570213
att120,276.86267,96323.43,13.670513,-0.27071425
att121,277.00232,96353.836,13.592648,-0.24216121
att122,277.09842,96383.54,13.677141,-0.35843202
att123,277.06448,96372.734,13.66765,-0.32290605
att124,276.77298,96355.89,13.678069,-0.26990184
att125,276.6251,96374.48,13.799057,-0.39233816
att126,276.48032,96413.28,13.896092,-0.4271479
att127,276.5663,96434.92,13.947695,-0.51236266
att128,276.68527,96455.68,13.925007,-0.58017206
att129,276.9727,96438.336,13.811686,-0.45846635
att130,277.04617,96425.23,13.735064,-0.41333607
att131,277.28217,96452.51,13.466634,-0.48364806
att132,277.71906,96520.984,13.324285,-0.58262634
att133,278.04468,96609.06,13.144937,-0.4238268
att134,277.9729,96628.36,12.8267975,-0.45780808
att135,277.89188,96529.46,12.664764,-0.47396287
att136,277.97128,96507.3,12.557678,-0.5044993
att137,278.01843,96476.51,12.689533,-0.5308055
att138,278.07138,96456.15,12.79387,-0.5678356
att139,278.11267,96494.91,12.818502,-0.44990277
att140,278.03333,96498.52,12.588836,-0.5109939
att141,278.06924,96477.75,12.445161,-0.440366
att142,278.2473,96472.234,12.405416,-0.48703825
att143,278.48724,96431.66,12.268389,-0.4711223
att144,278.78595,96423.57,12.2406845,-0.5048077
att145,278.54514,96374.32,12.3941345,-0.5069661
att146,278.41013,96361.1,12.428076,-0.5579944
att147,278.4126,96444.21,12.391111,-0.71401817
att148,278.62885,96476.15,12.609051,-0.6288906
att149,278.86673,96493.17,12.520505,-0.5294461
att150,278.8567,96521.94,12.495554,-0.55200225
att151,278.96783,96529.09,12.410819,-0.5297973
att152,279.7799,96518.37,12.192088,-0.53854525
att153,279.50302,96528.65,12.169471,-0.5722191
att154,279.4211,96491.49,11.962081,-0.55218875
att155,279.33237,96420.44,12.186407,-0.5854707
att156,279.38928,96393.37,12.348342,-0.55336
att157,279.46265,96404.945,12.352869,-0.60916656
att158,279.25168,96470.58,12.501014,-0.6665486
att159,278.99844,96553.48,12.537548,-0.76755315
att160,278.9328,96594.0,12.652882,-0.72693384
att161,279.14124,96589.71,12.620896,-0.7403051
att162,279.30673,96566.84,12.335177,-0.77323526
att163,279.40115,96537.305,12.016962,-0.7509531
att164,279.5937,96444.76,11.678676,-0.7420526
att165,279.39438,96377.51,11.613229,-0.79615384
att166,279.43362,96325.38,11.350938,-0.7770042
att167,279.32278,96279.375,11.052418,-0.8315989
att168,279.2769,96238.87,11.032013,-0.74244076
att169,279.25482,96211.24,10.885099,-0.6052671
att170,279.16602,96249.11,10.91506,-0.5431752
att171,279.04898,96251.18,11.047772,-0.63050014
att172,279.02206,96281.62,10.763532,-0.57639253
att173,278.90918,96335.586,10.658537,-0.7383854
att174,278.95917,96285.18,10.516347,-0.83303344
att175,279.10696,96245.71,10.680952,-0.7785948
att176,279.06653,96246.586,10.856381,-0.89687467
att177,279.1818,96197.98,10.815951,-0.6808264
att178,279.1463,96196.055,10.74812,-0.5970023
att179,278.95566,96243.41,10.868355,-0.8078252
att180,279.30252,96247.5,10.708365,-0.7041103
att181,279.69937,96253.23,10.447029,-0.75096154
att182,280.10864,96297.805,10.428647,-0.71481913
att183,280.1978,96317.836,10.534916,-0.7156563
att184,279.9549,96349.55,10.526978,-0.93128324
att185,279.85278,96351.79,10.384172,-0.74617654
att186,279.7874,96315.49,10.451193,-0.7615858
att187,279.80756,96309.8,10.468909,-0.6762128
att188,279.82648,96405.65,10.186693,-0.7469976
att189,279.76758,96434.35,10.055581,-0.8446621
att190,279.59003,96439.16,10.017328,-0.8748846
att191,279.8613,96473.79,9.856449,-0.93134797
att192,279.84995,96453.086,9.931229,-0.9080288
att193,279.39206,96382.93,10.121344,-0.84959644
att194,279.11716,96298.79,9.998912,-0.7404984
att195,279.33963,96259.05,9.767429,-0.7679098
att196,279.46933,96244.375,9.7576885,-0.76635057
att197,279.69208,96254.75,9.888941,-0.6529907
att198,279.65277,96251.266,9.66937,-0.70255685
