,0,1,2,3
att1,277.51212,96657.35,12.575133,0.3142028
att2,277.452,96635.29,12.60495,0.31307268
att3,277.59247,96576.35,12.552141,0.28897554
att4,277.5211,96527.39,12.474343,0.20909734
att5,277.61298,96478.36,12.370193,0.17251916
att6,277.52765,96554.55,12.283628,0.112990856
att7,277.54495,96667.32,12.220901,0.16480516
att8,277.50278,96730.12,12.167007,0.24253725
att9,277.4187,96787.99,12.279645,0.37737453
att10,277.47668,96797.39,12.02714,0.26755717
att11,277.65167,96827.63,11.722604,0.44836873
att12,277.8554,96827.66,11.487602,0.41870534
att13,277.93964,96900.14,11.41663,0.55591625
att14,277.64407,96953.49,11.801794,0.5568523
att15,277.5664,96958.1,11.76087,0.42325354
att16,277.49002,96973.03,11.600925,0.50338393
att17,277.32504,96909.06,11.4048195,0.6084665
att18,277.31653,96815.05,11.520393,0.35788822
att19,277.31732,96746.72,11.442697,0.48939127
att20,277.26416,96731.91,11.44697,0.4849857
att21,277.1141,96718.53,11.408789,0.6408943
att22,277.06824,96686.44,11.556779,0.6406651
att23,276.9588,96679.55,11.499163,0.5739774
att24,276.7689,96720.37,11.198796,0.40865308
att25,276.83017,96748.98,11.305522,0.5285008
att26,276.895,96789.23,11.468423,0.5734962
att27,276.6148,96844.0,11.700059,0.52623683
att28,276.25247,96838.95,11.803635,0.619202
att29,276.13516,96782.25,11.891255,0.5448403
att30,276.1495,96748.57,11.877078,0.505528
att31,276.15308,96750.85,11.849643,0.48978886
att32,276.13123,96720.914,11.867302,0.47762096
att33,276.12936,96686.03,11.835266,0.3578625
att34,276.08972,96644.75,11.838283,0.33810323
att35,276.21866,96620.336,11.852972,0.63673806
att36,275.9237,96611.42,12.070164,0.6470178
att37,275.56143,96631.74,12.245849,0.4394332
att38,275.4534,96599.92,12.212769,0.4003768
att39,275.48767,96552.17,12.230682,0.3565764
att40,275.51,96526.164,12.154978,0.24296525
att41,275.45505,96477.555,11.972217,0.11091329
att42,275.1433,96431.96,11.841316,0.2572414
att43,275.05466,96416.03,12.031292,0.31257328
att44,275.15585,96397.49,12.167751,0.3315392
att45,275.2241,96402.03,12.25968,0.25044444
att46,275.16623,96390.25,12.321098,0.20079254
att47,275.2091,96399.76,12.300467,0.2636588
att48,275.22125,96429.47,12.280696,0.23140228
att49,275.16675,96461.664,12.207499,0.24624921
att50,275.17648,96513.11,12.350859,0.20125769
att51,275.20453,96535.08,12.424591,0.15660772
att52,275.09808,96573.836,12.508549,0.14404222
att53,275.08405,96563.16,12.693844,0.14213775
att54,275.18683,96565.08,12.596411,0.189145
att55,275.0988,96582.414,12.475557,0.04400317
att56,275.0883,96534.6,12.615456,0.23630051
att57,275.05826,96527.74,12.90422,0.08167047
att58,274.99985,96561.4,13.002429,0.19960809
att59,275.02164,96563.516,12.926199,0.14604075
att60,274.58255,96618.9,13.284233,0.078891866
att61,274.74698,96570.89,13.319956,-0.024405342
att62,274.73755,96518.17,13.511522,0.15566415
att63,274.7883,96464.72,13.708122,0.28836763
att64,274.65515,96412.42,13.800824,0.23921141
att65,274.5883,96366.234,13.78562,-0.08625186
att66,274.5518,96347.93,13.605038,0.034757514
att67,274.74838,96340.945,13.724455,0.11303191
att68,274.60278,96317.03,13.817723,0.15384233
att69,274.46826,96333.84,13.428679,-0.050670512
att70,274.68997,96356.64,13.292237,-0.10614715
att71,274.6386,96423.5,13.358141,0.056293923
att72,274.58902,96471.38,13.450877,0.16407633
att73,274.69592,96535.32,13.611791,0.22469465
att74,274.706,96571.81,13.837297,0.3993275
att75,274.7115,96572.11,13.858481,0.24228129
att76,274.51224,96589.55,13.946025,-0.0019499896
att77,274.44983,96619.57,14.176372,-0.043920208
att78,274.2186,96632.414,14.177737,0.034813635
att79,274.6781,96587.47,14.052146,-0.064320676
att80,274.71838,96547.234,13.907477,0.07365601
att81,274.66058,96509.03,13.872919,0.014618582
att82,274.62766,96487.13,14.077165,0.044976246
att83,274.63406,96526.84,14.570145,-0.045575395
att84,274.70236,96558.234,14.544485,-0.10754549
