,0,1,2,3
att1,276.3911,96404.19,12.800239,-0.053320665
att2,276.51324,96353.47,12.559097,0.02379197
att3,276.3806,96324.86,12.634574,0.16755706
att4,275.85306,96363.16,12.843294,0.12514752
att5,275.83304,96399.19,13.122188,0.14054619
att6,275.9512,96434.49,13.135141,0.023341052
att7,275.95096,96470.98,13.1725,-0.037555035
att8,275.99414,96506.336,13.356329,0.19889943
att9,275.70856,96522.375,13.454931,0.11307946
att10,275.8478,96517.54,13.136166,0.0827237
att11,276.01813,96529.75,13.051524,0.23137368
att12,276.0587,96558.98,13.120019,0.25095707
att13,276.08606,96584.19,13.20536,0.20096369
att14,276.20172,96552.5,12.959858,0.2662671
att15,276.51047,96485.305,12.809491,0.21334493
att16,276.51108,96462.39,12.740418,0.43468514
att17,276.39474,96419.03,12.759556,0.40963086
att18,276.42746,96456.5,12.665697,0.3173974
att19,276.44135,96450.086,12.351083,0.28549284
att20,276.4373,96449.09,12.272137,0.20011425
att21,276.18118,96450.33,12.454484,0.29716995
att22,275.93643,96439.1,12.564357,0.28895664
att23,275.87576,96436.08,12.521706,0.16844001
att24,275.9229,96435.62,12.377709,0.1537226
att25,276.1688,96456.9,12.49416,0.15964247
att26,276.30432,96468.58,12.531094,0.40976417
att27,276.25253,96464.84,12.4849415,0.2771405
att28,276.33994,96470.33,12.712196,0.2621186
att29,276.33456,96411.44,12.994178,0.23834781
att30,276.2737,96380.81,12.839377,0.30658123
att31,276.27347,96406.66,12.705498,0.44789287
att32,276.21576,96383.8,12.418505,0.46783316
att33,276.2574,96365.26,12.2535925,0.34441984
att34,276.1732,96362.84,12.341259,0.26192647
att35,275.98047,96346.8,12.502847,0.21287781
att36,276.10913,96367.01,12.575611,0.23660785
att37,275.80972,96503.84,12.884394,0.3583078
att38,275.59488,96561.86,12.749175,0.2742039
att39,275.58865,96574.69,12.525068,0.23039404
att40,275.52478,96610.76,12.444951,0.42535493
att41,275.4578,96592.17,12.702883,0.4253036
att42,275.72327,96565.79,12.682926,0.47473386
att43,275.77463,96553.99,12.469668,0.38274267
att44,275.86673,96530.99,12.387034,0.27238122
att45,275.79126,96454.695,12.660569,0.28662786
att46,275.6191,96393.47,12.849282,0.29559764
att47,275.37604,96390.766,12.927663,0.13253917
att48,275.59937,96362.22,12.356206,0.10927806
att49,275.6407,96374.33,12.029326,0.044382695
att50,275.95206,96405.03,11.952934,0.125707
att51,276.10995,96413.15,12.073091,0.2765289
att52,275.87,96389.08,12.099243,0.15195788
att53,275.5593,96313.23,12.155154,0.33495343
att54,275.1233,96273.9,12.22395,0.20156312
att55,275.11136,96323.59,12.401146,0.1152103
att56,274.9619,96358.85,12.332639,0.16166486
att57,275.0269,96361.234,12.209326,0.012976677
att58,275.23685,96380.93,12.04795,-0.029513657
att59,275.31882,96354.44,12.007448,0.055439662
att60,275.19492,96375.01,12.237573,0.18571456
att61,275.09967,96368.48,12.610458,0.14383754
att62,275.3076,96366.664,12.592442,-0.078041166
att63,275.50882,96413.3,12.714213,-0.0012718445
att64,275.4794,96412.28,12.693037,0.02978698
att65,275.6093,96359.86,12.646386,0.14044161
att66,275.4494,96341.86,12.7260895,0.064940244
att67,275.43948,96311.97,12.672067,0.15761527
att68,275.31195,96307.82,12.706324,0.14723381
att69,275.09445,96381.47,12.974564,0.05979931
att70,274.8774,96390.28,13.040198,-0.05453561
att71,274.87625,96413.234,12.974256,-0.04226493
att72,274.66623,96450.01,13.030593,0.015156193
att73,274.58298,96477.01,13.224942,0.066990174
att74,274.51923,96457.2,13.388018,0.103879444
att75,274.4895,96403.85,13.394622,0.11000481
att76,274.44662,96393.375,13.388475,0.10407446
att77,274.3904,96365.17,13.413511,0.07796435
att78,274.37842,96315.9,13.13433,0.0484648
att79,274.31802,96310.19,12.794749,-0.13677308
att80,274.77875,96368.56,12.512868,-0.083894596
att81,274.9685,96502.17,12.714817,-0.063125916
att82,275.1187,96608.72,12.753904,-0.17255794
att83,275.81125,96637.03,12.654123,-0.14247712
att84,276.11493,96594.445,12.764369,0.11411248
att85,276.05136,96576.32,13.0453415,0.17289676
att86,275.78732,96636.23,13.149078,-0.01540225
att87,275.80792,96648.51,12.998403,-0.06952611
att88,275.7712,96590.414,13.085582,-0.09455182
att89,275.5048,96610.93,13.288987,-0.11432146
att90,275.4078,96578.34,13.2682705,0.022912884
att91,275.2906,96474.195,13.2593775,0.09052536
att92,275.31943,96434.37,12.933474,-0.022504624
att93,275.2839,96405.62,12.907929,-0.10008259
att94,275.2928,96454.336,13.05325,-0.10535572
att95,275.292,96493.49,13.236738,-0.22108434
att96,275.6605,96494.94,12.969918,-0.2840248
att97,275.75058,96477.12,12.893788,-0.102891766
att98,275.93948,96482.914,12.815196,-0.079264544
att99,276.00198,96510.11,12.934068,-0.12515302
att100,275.93213,96542.125,13.0760975,-0.016556181
att101,275.67313,96543.46,13.228891,-0.12796134
att102,275.6882,96481.62,13.384828,-0.19550699
att103,275.52512,96427.47,13.373473,-0.15335223
att104,275.5919,96387.21,13.328356,-0.1924446
att105,275.74057,96332.625,13.249398,-0.149761
att106,275.82443,96294.97,13.126251,-0.23082261
att107,276.18362,96326.484,13.141527,-0.417459
att108,276.2161,96392.7,13.332938,-0.3581334
att109,276.13342,96431.66,13.451103,-0.26650378
att110,276.20453,96453.47,13.469019,-0.31395334
att111,276.1657,96450.22,13.514566,-0.21597211
att112,276.08774,96398.914,13.340176,-0.34988195
att113,276.04395,96405.125,13.213502,-0.40331984
att114,276.48248,96426.266,13.152482,-0.3952176
att115,276.5167,96411.29,13.240234,-0.40572274
att116,276.15143,96356.14,13.267902,-0.37763762
att117,276.23218,96357.266,13.360852,-0.24431875
att118,276.56488,96385.766,13.155678,-0.26637918
att119,276.7123,96409.945,13.086648,-0.28677976
att120,276.649,96387.055,13.436074,-0.25957268
att121,276.6701,96382.414,13.627065,-0.3017663
att122,276.95828,96389.375,13.751307,-0.46758184
att123,276.76718,96417.945,13.843108,-0.42786798
att124,276.85373,96412.56,13.640812,-0.3647906
att125,276.91904,96447.305,13.591243,-0.48928726
att126,277.12793,96460.13,13.435382,-0.43116516
att127,277.3938,96531.86,13.426728,-0.54856336
att128,277.45972,96566.82,13.13521,-0.41356432
att129,277.7673,96561.72,12.917397,-0.23639357
att130,278.0069,96547.2,12.744604,-0.26100048
att131,277.97955,96539.8,12.509207,-0.32427308
att132,277.92657,96548.14,12.372577,-0.40729716
att133,278.04102,96536.67,12.250392,-0.22068292
att134,277.99713,96522.72,12.147803,-0.15221827
att135,278.1778,96500.27,12.083282,-0.29272524
att136,278.2797,96505.15,12.118577,-0.43315804
att137,278.0551,96503.98,12.279571,-0.39163613
att138,277.8125,96516.82,12.3944645,-0.5925475
att139,277.87354,96491.77,12.315039,-0.54018164
att140,277.87766,96474.71,12.483282,-0.31804582
att141,277.54666,96474.44,12.587159,-0.41449276
att142,277.74768,96492.8,12.69759,-0.45616227
att143,277.8549,96524.21,12.639145,-0.66832167
att144,278.0125,96503.58,12.444947,-0.4544918
att145,278.40564,96507.734,12.146287,-0.4162614
att146,278.66245,96519.42,11.973681,-0.6046773
att147,278.91104,96512.13,11.601492,-0.60645527
att148,278.67743,96559.24,11.625114,-0.60299146
att149,278.5649,96613.766,11.778914,-0.50887823
att150,278.5093,96660.38,11.75973,-0.46875563
att151,278.2465,96672.45,11.84148,-0.49963653
att152,278.43896,96649.72,11.910554,-0.37545455
att153,278.5072,96618.836,11.9074335,-0.46293852
att154,278.59286,96585.75,11.717674,-0.59688157
att155,278.64893,96553.67,11.521367,-0.5397876
att156,278.56113,96536.43,11.281421,-0.59151715
att157,278.6277,96544.484,11.064399,-0.4501481
att158,278.59116,96545.44,11.260771,-0.5899009
att159,278.60318,96536.375,11.169928,-0.5399741
att160,278.56042,96526.51,11.076498,-0.50105387
att161,278.57388,96546.266,11.298712,-0.6626788
att162,278.7574,96516.695,11.187228,-0.58211744
att163,278.80017,96461.87,11.185834,-0.64159894
att164,278.70306,96426.414,11.365392,-0.66329986
att165,278.8021,96454.555,11.403054,-0.7223323
att166,278.773,96450.59,11.6483555,-0.61667407
att167,278.66202,96436.12,11.622167,-0.5617654
att168,278.53934,96421.42,11.469117,-0.6058332
att169,278.86755,96404.41,11.324003,-0.4538211
att170,278.846,96429.73,11.3076515,-0.5018587
att171,278.91006,96488.04,11.500237,-0.7517873
att172,278.93842,96497.9,11.422437,-0.7460643
att173,279.35175,96497.11,11.344452,-0.743454
att174,279.77515,96501.05,11.02384,-0.6122829
att175,280.0782,96509.8,10.796137,-0.81707466
att176,280.54034,96461.48,10.326362,-0.8329508
att177,280.66553,96471.16,10.01633,-0.9877653
att178,280.447,96484.805,10.075952,-0.7928765
att179,280.24478,96456.26,10.239253,-0.7323239
att180,280.13733,96417.0,10.170941,-0.6617349
att181,280.02042,96431.234,10.171258,-0.70868784
att182,279.91882,96456.76,10.283853,-0.7728794
att183,279.77774,96414.83,10.062747,-0.7499332
att184,279.7589,96360.67,9.803968,-0.7070242
att185,279.63556,96366.76,9.853394,-0.7471032
att186,279.73325,96409.836,9.854006,-0.700563
att187,279.7669,96430.79,9.908629,-0.79866046
att188,279.88226,96458.75,9.715495,-0.8017912
att189,279.91476,96472.914,9.45359,-0.82110995
att190,280.1085,96457.79,9.235033,-0.9306439
att191,280.41772,96412.42,9.183253,-0.77429587
att192,280.52307,96419.13,9.148777,-0.7608692
att193,280.3427,96429.09,9.114292,-0.78908926
att194,279.9509,96406.984,8.863583,-0.8225798
att195,279.82166,96356.45,8.631805,-0.67246175
att196,279.74304,96343.52,8.792287,-0.5108684
att197,279.35834,96324.93,9.007518,-0.5818282
att198,279.20953,96374.41,8.874618,-0.6680525
att199,279.0773,96404.13,9.16849,-0.655483
att200,279.19275,96420.45,9.009009,-0.60106444
att201,279.0873,96407.41,9.177554,-0.61613464
att202,278.97507,96364.3,9.251094,-0.6042816
att203,279.0043,96351.65,9.206077,-0.59740466
att204,279.03073,96361.39,9.161447,-0.5138811
att205,279.11917,96376.65,9.417782,-0.7616361
att206,279.243,96381.87,9.629159,-0.810621
att207,279.14355,96354.27,9.800676,-0.8119889
att208,279.1663,96314.27,9.707082,-0.7375683
att209,278.97366,96296.35,10.070098,-0.58198315
att210,278.8353,96326.28,10.443025,-0.5331029
att211,279.03427,96304.7,10.469799,-0.6870232
att212,279.126,96218.75,10.271607,-0.742088
att213,278.93716,96166.555,10.213159,-0.59015876
att214,278.94357,96134.266,10.445575,-0.5380831
att215,278.84683,96152.914,10.447383,-0.6001339
att216,278.8706,96188.58,10.332746,-0.6309902
att217,278.71634,96183.08,10.438219,-0.66409326
att218,278.6589,96161.73,10.599311,-0.58124024
att219,278.60217,96164.98,10.63903,-0.6932188
att220,278.51157,96214.36,10.404119,-0.80805624
att221,278.5316,96230.42,10.442258,-0.7869708
att222,278.67746,96223.52,10.309783,-0.6156066
att223,278.69373,96286.63,10.204117,-0.6376063
att224,278.77225,96365.19,10.199696,-0.65772516
att225,279.00464,96421.88,10.315529,-0.81707364
att226,278.69455,96368.55,10.366818,-0.85081416
att227,278.56287,96308.375,10.558602,-0.8781534
att228,278.62973,96273.29,10.397779,-0.75989705
att229,278.40765,96221.83,10.370488,-0.8366456
att230,278.33356,96225.81,10.300321,-0.7602121
att231,278.1456,96239.14,10.596722,-0.6169204
att232,278.13828,96250.62,10.5993595,-0.45863286
att233,278.1727,96314.164,10.410063,-0.692127
att234,278.02435,96327.38,10.441954,-0.7325636
att235,278.26886,96339.16,10.130471,-0.813688
att236,278.42438,96356.64,9.761408,-0.83943945
att237,278.18216,96331.07,9.799191,-0.7669936
att238,278.06036,96291.77,9.84487,-0.7575311
att239,278.2571,96246.75,9.907017,-0.6745576
att240,278.64984,96194.18,10.059637,-0.5592302
att241,278.47498,96221.98,10.325836,-0.4921545
att242,278.13614,96270.18,10.512575,-0.62870884
att243,277.88638,96270.49,10.60697,-0.66219723
att244,277.8103,96246.0,10.694892,-0.6145583
att245,277.9003,96210.02,10.707149,-0.6987451
att246,277.81256,96237.78,10.618389,-0.6770612
att247,277.64798,96296.09,10.815591,-0.58525103
att248,277.66928,96313.62,10.786161,-0.70442516
att249,277.7342,96272.72,10.823114,-0.5659559
att250,277.6661,96225.84,10.92307,-0.5771926
att251,277.61206,96192.586,10.864322,-0.5589467
att252,277.75598,96164.016,10.983168,-0.49517483
att253,277.667,96166.39,10.931471,-0.40750378
att254,277.42947,96171.64,10.985987,-0.4679545
att255,277.48663,96141.53,11.004663,-0.38474017
att256,277.42563,96119.61,11.083982,-0.42317718
att257,277.43237,96075.7,11.08768,-0.51482093
att258,277.74072,96103.46,10.7929535,-0.7072021
att259,277.4797,96209.61,10.9071045,-0.68810266
att260,277.23697,96247.44,11.0672865,-0.43315047
att261,277.27875,96236.34,11.094323,-0.6187926
att262,277.47375,96220.02,11.099487,-0.6170907
att263,277.27502,96220.15,11.095961,-0.5357865
att264,277.10684,96249.83,11.392461,-0.6199389
att265,276.798,96253.09,11.485529,-0.5608836
att266,276.78308,96301.305,11.627204,-0.5588992
att267,276.85757,96323.71,11.842338,-0.36944816
att268,276.8812,96329.22,11.76587,-0.2990438
att269,276.9915,96319.38,11.772002,-0.35328653
att270,277.063,96310.4,11.725479,-0.39240474
att271,277.27786,96306.01,11.795536,-0.4620746
att272,277.35773,96297.28,11.997493,-0.50444895
att273,277.37558,96294.805,12.100059,-0.4215334
att274,277.46484,96283.29,12.054497,-0.31165797
att275,277.3217,96311.53,12.380455,-0.33051267
att276,277.16443,96300.69,12.418466,-0.42713556
att277,277.1134,96272.266,12.554567,-0.44364625
att278,277.06653,96321.016,12.542615,-0.615893
att279,277.38992,96321.54,12.228133,-0.41624615
att280,277.3737,96291.47,12.217854,-0.3146641
att281,277.0449,96284.9,12.389775,-0.3071697
att282,276.94196,96280.34,12.400423,-0.38110518
att283,276.9752,96276.07,12.497614,-0.29524425
att284,276.74133,96246.25,12.808243,-0.37689763
att285,276.29477,96193.125,12.993597,-0.40892008
att286,276.1108,96213.016,13.058759,-0.41509312
att287,276.0144,96272.914,13.010872,-0.43483257
