,0,1,2,3
att1,276.70642,96429.21,11.838016,0.16180745
att2,276.73492,96475.1,11.671011,0.28530264
att3,277.16455,96415.74,11.12834,0.29108173
att4,276.98334,96431.766,10.982969,0.404707
att5,277.03604,96444.1,11.216305,0.35263047
att6,276.898,96436.91,11.703879,0.19013344
att7,276.41794,96394.01,11.999857,0.20301005
att8,276.3114,96331.38,11.991358,0.25080696
att9,276.17874,96265.28,12.054328,0.23392513
att10,276.20444,96236.82,12.182192,0.4058354
att11,276.29474,96285.62,12.25119,0.5083658
att12,276.39285,96397.54,12.196926,0.3404064
att13,276.15747,96513.96,12.395084,0.3611121
att14,275.9767,96549.086,12.555915,0.339376
att15,275.82578,96611.055,12.71366,0.15843338
att16,276.04895,96635.625,12.737584,0.20741925
att17,276.0906,96606.68,12.795861,0.23177896
att18,276.62634,96563.71,12.598783,0.18830769
att19,276.5617,96519.35,12.209655,0.3309884
att20,276.71957,96466.54,12.0561,0.2974231
att21,276.87305,96542.37,12.78055,0.4348232
att22,276.7627,96590.37,12.784868,0.46231553
att23,276.62875,96616.34,12.522895,0.49831054
att24,276.4865,96651.81,12.660492,0.40174487
att25,276.71515,96605.445,12.466386,0.31083062
att26,276.67398,96532.27,12.049927,0.19782367
att27,276.76938,96504.09,11.5384445,0.19668198
att28,276.88046,96499.07,11.287591,0.24488227
att29,276.88638,96508.055,11.232096,0.24635175
att30,276.65344,96482.51,11.379288,0.11582682
att31,276.55902,96445.64,11.442238,0.2010619
att32,276.54813,96436.04,11.273675,0.35034356
att33,276.46,96447.63,11.345768,0.19869779
att34,276.21045,96511.016,11.416296,0.34726912
att35,275.97235,96471.305,11.682768,0.44466522
att36,276.28427,96403.61,11.881053,0.26351047
att37,276.2717,96365.37,11.789186,0.15077725
att38,276.20773,96326.57,11.669419,0.35733658
att39,275.88394,96276.86,11.836628,0.22168475
att40,275.8203,96217.39,11.500806,0.1418742
att41,276.33286,96199.15,11.330983,0.023435142
att42,276.3223,96248.266,11.152283,0.09577359
att43,276.3547,96273.45,11.3636465,0.22813743
att44,276.29947,96296.44,11.718506,0.12537302
att45,276.1435,96310.91,11.562022,0.23365113
att46,276.345,96235.8,11.336164,0.07908198
att47,276.4939,96189.84,11.4648285,0.12389467
att48,276.3257,96215.695,11.43477,0.25840193
att49,276.0784,96298.06,11.502253,0.036731515
att50,275.8888,96366.42,11.606498,0.26535672
att51,275.71017,96419.57,11.831269,0.22110167
att52,275.6217,96419.96,11.8449745,0.14089714
att53,275.62326,96356.09,11.82385,0.17864819
att54,275.04736,96360.35,12.449391,0.20388329
att55,275.06097,96337.695,12.63236,0.3104899
att56,275.06653,96365.15,12.729993,0.2962073
att57,274.82196,96407.22,13.130529,0.18548714
att58,274.64694,96399.22,13.372449,0.31434184
att59,274.65967,96413.664,13.337595,0.2950124
att60,274.76022,96322.195,13.315849,0.42104647
att61,274.43964,96319.68,13.465011,0.48040715
att62,274.30783,96340.59,13.760779,0.2399259
att63,274.24182,96318.82,13.385647,0.10148325
att64,274.63297,96352.55,13.134649,0.063663475
att65,274.69592,96462.5,12.983644,0.024034567
att66,274.57126,96539.96,13.199335,0.17297491
att67,274.46048,96583.766,13.478226,0.17170575
att68,274.38483,96591.73,13.560202,0.13155364
att69,274.64227,96569.375,13.140508,0.1476105
att70,274.9599,96482.16,12.763054,0.21327917
att71,274.88174,96429.08,12.697691,0.20950247
att72,274.9156,96478.89,12.631751,0.07527119
att73,275.2627,96530.33,12.621442,-0.018011514
att74,275.47873,96511.52,12.92618,-6.268413e-05
att75,275.4416,96462.88,13.04017,-0.0033132068
att76,275.3774,96450.414,12.94548,0.1370805
att77,275.23892,96464.76,13.122518,0.18691704
att78,274.97098,96434.52,13.314916,0.28191704
att79,275.0905,96382.38,13.399475,0.040688828
att80,274.8865,96394.29,13.294541,0.031889405
