,0,1,2,3
att1,276.83282,96363.41,12.821014,0.14391175
att2,276.73724,96404.95,12.973952,0.20567077
att3,276.63846,96429.88,13.270641,0.27477086
att4,276.7122,96493.23,13.472802,0.27318597
att5,276.73514,96542.766,13.658362,0.29517218
att6,276.69876,96513.805,13.827294,0.5991371
att7,276.5076,96484.664,13.86078,0.3587596
att8,276.3015,96468.695,14.104559,0.32238328
att9,276.21518,96413.65,13.990038,0.28712907
att10,276.17947,96413.234,13.818727,0.27065077
att11,276.118,96439.625,13.720281,0.42934948
att12,276.15793,96440.46,13.7367115,0.4017458
att13,276.16602,96409.89,13.639941,0.3745226
att14,276.05115,96464.11,13.562269,0.28680566
att15,276.18408,96476.54,13.504229,0.22738698
att16,276.3324,96504.57,13.446319,0.5493647
att17,276.49625,96514.805,13.525817,0.60990876
att18,276.61435,96480.47,13.717347,0.5053634
att19,276.6211,96412.52,13.287117,0.4589403
att20,276.90134,96390.01,12.8214855,0.38554806
att21,277.03677,96364.54,12.530379,0.20564798
att22,277.05728,96317.17,12.408716,0.053438213
att23,277.18906,96272.984,12.464226,0.13393101
att24,276.99326,96246.35,12.489407,0.14367019
att25,276.8635,96243.7,12.776588,0.35167158
att26,276.636,96254.99,12.8438835,0.425667
att27,276.51917,96281.01,12.84032,0.22405167
att28,276.33252,96296.73,12.910978,0.2441972
att29,276.24982,96322.35,13.206646,0.2987663
att30,276.08624,96370.03,13.396031,0.32031214
att31,275.74695,96364.164,13.686899,0.26902792
att32,275.49725,96348.1,13.766208,0.19753815
att33,275.2599,96376.6,13.6881895,0.28424948
att34,275.3183,96426.86,13.623611,0.5226256
att35,275.40616,96463.24,13.620556,0.50814134
att36,275.27515,96463.31,13.656464,0.5608
att37,275.26074,96476.7,13.69329,0.49020845
att38,275.5343,96440.2,13.2190075,0.54297286
att39,275.84256,96428.62,12.647901,0.49663067
att40,275.839,96446.52,12.628413,0.50998485
att41,275.90164,96348.55,12.580783,0.4183496
att42,275.91055,96274.51,12.723388,0.43149844
att43,275.97168,96366.164,12.695972,0.64187413
att44,275.90042,96458.64,12.69892,0.60371107
att45,276.11697,96508.016,12.391027,0.45374534
att46,276.3024,96551.03,12.2422905,0.4772071
att47,276.4464,96565.875,12.025632,0.5464765
att48,276.2763,96599.984,11.966135,0.51236117
att49,276.16995,96622.94,12.102847,0.50781596
att50,276.10944,96584.09,12.32483,0.5232193
att51,275.8934,96527.09,12.377316,0.40916288
att52,275.8619,96466.35,12.317031,0.37700143
att53,275.91074,96409.77,12.523779,0.33722323
att54,275.64322,96468.72,12.916313,0.4240555
att55,275.41058,96495.89,13.154859,0.4305785
att56,275.40744,96474.68,13.188802,0.32766363
att57,275.5088,96508.25,13.109417,0.51338667
att58,275.6261,96536.76,13.0324335,0.38998097
att59,275.69867,96506.5,12.975794,0.43643638
att60,275.5692,96411.13,13.093593,0.4683714
att61,275.441,96399.6,13.0885725,0.43695393
att62,275.39197,96385.6,13.077186,0.27617884
att63,275.48444,96399.8,13.155018,0.45408875
att64,275.47266,96437.91,13.153615,0.2994883
att65,275.35117,96462.61,13.563902,0.26485643
att66,274.93277,96437.336,14.030471,0.2803987
att67,274.99023,96385.414,14.381022,0.24232587
att68,274.98712,96366.03,14.475254,0.1768113
att69,274.93277,96367.45,14.433306,0.030755447
att70,275.3522,96325.53,14.245125,-0.13895921
att71,275.52203,96325.48,14.045648,-0.2816732
att72,275.83044,96337.305,13.9141,-0.12207088
att73,276.08063,96345.984,13.9065485,0.019155446
att74,276.2158,96387.02,13.943325,0.060181014
att75,276.46045,96422.98,13.9960785,0.04486983
att76,276.68784,96391.15,13.996058,0.07727752
att77,276.56244,96403.375,14.098157,-0.052455142
att78,276.4159,96426.85,13.95942,-0.09720774
att79,276.1283,96410.69,13.981649,-0.108808756
att80,276.19272,96377.81,14.138659,-0.11733431
att81,276.126,96360.0,14.458405,-0.058142908
att82,275.98444,96359.24,14.35238,-0.079483256
att83,275.8202,96361.02,14.356053,-0.1412832
att84,275.65967,96386.71,14.291058,-0.15647823
att85,275.4679,96417.42,14.396276,-0.24350424
att86,275.36093,96418.23,14.199852,-0.20756839
att87,275.08652,96448.0,14.135161,-0.04031478
att88,274.82938,96526.93,14.530703,-0.059464153
att89,275.2412,96547.82,14.63757,-0.05785954
att90,275.49435,96535.234,14.694959,0.006339667
att91,275.6819,96587.414,14.651942,-0.08173503
att92,275.84738,96590.664,14.42703,-0.1067912
att93,275.7997,96559.75,14.596688,-0.18340641
att94,275.69513,96572.164,14.756998,-0.12062305
att95,275.55038,96565.96,14.846274,-0.058453936
