,0,1,2,3
att1,276.94943,96530.375,13.227429,0.026395705
att2,276.7856,96572.25,13.3196125,0.14771223
att3,276.666,96590.08,13.495731,0.28948355
att4,276.71567,96652.62,13.558423,0.3670587
att5,276.99985,96660.96,13.289296,0.3221566
att6,277.0175,96673.37,13.213199,0.27501634
att7,276.9444,96679.625,13.034848,0.4271157
att8,276.93497,96717.95,13.191387,0.50340563
att9,277.21976,96636.32,13.076725,0.46615607
att10,277.01346,96587.85,13.190064,0.4408496
att11,276.87775,96624.78,13.143102,0.36113212
att12,276.744,96656.914,12.960249,0.30969283
att13,276.67786,96621.734,12.900606,0.31623504
att14,276.75577,96524.54,12.999425,0.3277647
att15,276.67303,96471.98,12.7442045,0.30647466
att16,276.75882,96458.055,12.37238,0.28519702
att17,276.44537,96460.41,12.213935,0.35043958
att18,276.19577,96450.96,12.375194,0.3928987
att19,276.29306,96426.555,12.351555,0.314162
att20,276.33087,96406.58,12.153885,0.39509904
att21,276.35382,96414.36,12.087607,0.41262087
att22,276.29468,96458.1,11.755085,0.2782935
att23,276.75067,96435.42,11.203635,0.24355419
att24,276.6879,96428.9,11.34823,0.4540402
att25,276.18607,96478.195,11.569532,0.3934238
att26,276.12976,96503.06,11.775721,0.39009026
att27,276.26385,96509.19,11.730992,0.30461094
att28,276.10046,96512.74,11.771688,0.3234143
att29,276.0117,96508.08,12.022804,0.46796054
att30,275.84647,96505.2,12.384798,0.532208
att31,275.85883,96514.23,12.778922,0.58938736
att32,275.7773,96547.46,12.805969,0.38965282
att33,275.75555,96540.41,12.643815,0.25791672
att34,275.66965,96498.07,12.8005705,0.25332943
att35,275.57083,96506.11,12.777022,0.14353797
att36,275.65265,96440.36,12.83143,0.2874507
att37,275.73474,96357.28,12.793462,0.25065744
att38,275.87137,96429.39,12.918544,0.46261695
att39,276.03653,96447.49,13.080127,0.40685603
att40,275.78857,96457.195,13.173307,0.3176352
att41,275.82236,96474.914,13.130056,0.481993
att42,275.67737,96528.88,13.251571,0.39073354
att43,275.85944,96602.11,13.719276,0.39949304
att44,275.83002,96673.445,13.881272,0.31025594
att45,275.71713,96621.484,13.790292,0.31991443
att46,275.6728,96569.51,13.516826,0.36854947
att47,275.74112,96529.4,12.992677,0.35686925
att48,275.73734,96526.56,12.791845,0.15474236
att49,275.56418,96565.32,13.245122,0.14826682
att50,275.87857,96571.45,13.450805,0.21857795
att51,276.07065,96535.79,13.633765,0.25684854
att52,275.966,96513.01,13.70018,0.29723173
att53,275.866,96472.34,13.510471,0.28744113
