,1,2,3,4,5,6,7,8,9,10
1981,29.99515061579219,30.670256554823048,32.03437577684236,33.19151760299418,33.48571535561504,33.853976364086186,34.55289031112286,35.35363329454214,35.79276556670613,36.39683330512026
1982,25.42421083212588,26.249234851779175,29.10147046217744,29.11403505026412,29.543673079932333,31.12968458388676,31.609134090265258,32.18976850105785,32.21810341791034,32.53787530535336
1983,26.332811944546144,27.76689222246935,29.322687516157195,29.416022205948433,31.121416555406874,31.40853533118118,31.757589532240882,31.88547134838249,32.37618896636963,32.47216392925059
1984,32.30781160748694,33.13055037457346,33.21520909680827,33.44245921741592,33.45937713391283,34.198241197288105,34.684470429907435,35.73178436271183,36.039087577592966,36.37727593755081
1985,25.259863714308896,26.36764552580209,27.789351381334715,28.022327171310998,28.148034662480484,28.31230730174795,28.486364398920475,28.798203520456077,29.065756083766452,29.433803145305525
1986,26.93901978362892,27.041834507130133,27.105785661705795,28.97578856259694,29.316931860703413,29.347030127899117,30.02632164192372,30.220876992756793,31.378734994347447,32.60170616350475
1987,24.960599647966024,26.046155322526314,27.269650547027673,27.408675647502907,28.326497883042503,28.34282956137187,28.496821836797665,29.34790887310215,29.731733267803882,30.012540194037953
1988,25.820345870153453,28.760896182845368,28.768269374914762,29.670684906622984,29.92766146087658,30.01755193058559,30.097628800557942,30.275992317919393,30.468270229801135,30.857101827019815
1989,32.85727642409593,33.20687224977367,34.918596962742576,34.929484952323236,35.51238638643502,35.80073737740325,36.12189330736076,37.002109864934184,37.08412249979439,37.706674496963224
1990,31.299851703116833,32.06606768423858,32.59968840990392,32.920967432315976,33.40573689048504,33.84345653171984,34.335641299067575,34.34266896091766,34.46547511958349,35.12422435839771
1991,27.817766306215088,28.027071322122058,28.33188112256145,28.84890380196558,29.383774340898334,29.557472141219296,29.74649390076937,30.383891687193174,31.089594206135537,31.264733535264327
1992,24.089647014823402,27.632263503510895,27.954966630145908,28.24678405387448,29.062761548690204,30.898430723261246,31.08301732095224,31.60930194476498,31.666707669027808,32.00624794101385
1993,22.354429687602607,27.674779009331875,28.03569885025945,28.198419785402102,28.40839894883436,28.410411107063343,28.598124818425365,29.23002418689896,29.49213479384639,30.483052116090835
