,dists,predIds,skips,coretime,p_cals,predYears
1991,"[27.817766306215088, 28.027071322122058, 28.33188112256145, 28.84890380196558, 29.383774340898334, 29.557472141219296, 29.74649390076937, 30.383891687193174, 31.089594206135537, 31.264733535264327]
","[25, 8, 9, 20, 27, 4, 14, 17, 1, 12]
","0
","0.8024811744689941
","0
","[1986, 1969, 1970, 1981, 1988, 1965, 1975, 1978, 1962, 1973]
"
1992,"[24.089647014823402, 27.632263503510895, 27.954966630145908, 28.24678405387448, 29.062761548690204, 30.898430723261246, 31.08301732095224, 31.60930194476498, 31.666707669027808, 32.00624794101385]
","[29, 26, 25, 0, 13, 19, 7, 24, 28, 6]
","0
","0.8034582138061523
","0
","[1991, 1988, 1987, 1962, 1975, 1981, 1969, 1986, 1990, 1968]
"
1993,"[22.354429687602607, 27.674779009331875, 28.03569885025945, 28.198419785402102, 28.40839894883436, 28.410411107063343, 28.598124818425365, 29.23002418689896, 29.49213479384639, 30.483052116090835]
","[12, 24, 28, 17, 10, 29, 4, 25, 1, 16]
","0
","0.8446640968322754
","0
","[1975, 1987, 1991, 1980, 1973, 1992, 1967, 1988, 1964, 1979]
"
1994,"[26.31753606892177, 29.19840247609546, 29.742467943735104, 30.033635530839064, 30.42291664740892, 30.43041230126975, 30.688738460667714, 30.995467279046977, 31.49298226844778, 32.05205584595205]
","[5, 29, 11, 6, 27, 9, 0, 3, 16, 13]
","0
","0.8197207450866699
","0
","[1969, 1993, 1975, 1970, 1991, 1973, 1964, 1967, 1980, 1977]
"
1995,"[25.9563981484536, 29.354241315828602, 29.81905552436346, 29.976224603735528, 30.059574332432916, 30.54621516520234, 30.6349418736877, 31.439666034882908, 31.55088767295962, 31.61835958006853]
","[28, 27, 22, 23, 10, 26, 8, 29, 18, 16]
","0
","0.8452479839324951
","0
","[1993, 1992, 1987, 1988, 1975, 1991, 1973, 1994, 1983, 1981]
"
1996,"[27.109679797563096, 27.687869698493262, 27.9059744183068, 28.48853999033966, 28.59342354526951, 28.620857519393766, 29.399309404627118, 30.243847375153106, 30.908566938983043, 31.46471902977831]
","[9, 12, 25, 27, 22, 26, 21, 17, 3, 24]
","0
","0.8320441246032715
","0
","[1975, 1978, 1991, 1993, 1988, 1992, 1987, 1983, 1969, 1990]
"
1997,"[27.881934498813067, 27.88270737803038, 30.025488582480264, 30.117307324266548, 30.21984410309774, 30.256589708861654, 30.332340385533524, 30.63349877885572, 31.235022940073225, 31.30884680944907]
","[25, 0, 2, 10, 21, 3, 20, 15, 8, 1]
","0
","0.8213865756988525
","0
","[1992, 1967, 1969, 1977, 1988, 1970, 1987, 1982, 1975, 1968]
"
1998,"[22.554971300016494, 25.710496566243116, 26.006391515604427, 27.986913661687964, 28.068833028400647, 28.577093471902728, 28.644457793819033, 28.711003059863323, 29.09604884289518, 29.29863805545872]
","[1, 26, 7, 22, 9, 17, 23, 25, 2, 19]
","0
","0.80973219871521
","0
","[1969, 1994, 1975, 1990, 1977, 1985, 1991, 1993, 1970, 1987]
"
1999,"[23.45805594362694, 27.76825067151978, 28.028442669250495, 30.03627713135776, 30.225172217611462, 30.413131246900406, 30.52674117099958, 31.25940354275715, 31.443331165515584, 31.51835192361061]
","[1, 6, 24, 19, 0, 13, 29, 18, 14, 3]
","0
","0.8313839435577393
","0
","[1970, 1975, 1993, 1988, 1969, 1982, 1998, 1987, 1983, 1972]
"
2000,"[28.21832865744475, 29.574023827999167, 30.99363127803842, 32.051107784777535, 32.42868634918155, 33.140007153980335, 33.99110171053515, 34.3488084088567, 34.95865808617495, 35.471540004872516]
","[22, 11, 25, 27, 21, 19, 28, 18, 5, 23]
","0
","0.8238780498504639
","0
","[1992, 1981, 1995, 1997, 1991, 1989, 1998, 1988, 1975, 1993]
"
2001,"[24.667036999389648, 26.474858748671053, 28.596118815347822, 28.652734455843564, 28.75410259006406, 28.765549906003482, 29.095468938095927, 29.220077445508647, 30.662763215069752, 30.746804397935247]
","[28, 11, 1, 16, 4, 15, 26, 17, 27, 10]
","0
","0.8419320583343506
","0
","[1999, 1982, 1972, 1987, 1975, 1986, 1997, 1988, 1998, 1981]
"
2002,"[25.936076312090822, 28.679012240223123, 28.72005545726817, 29.392876198593285, 29.505480431891236, 29.9904042042099, 30.804225360454566, 30.901942478458942, 31.0409586294143, 31.45823417569224]
","[16, 15, 26, 20, 3, 21, 25, 27, 28, 23]
","0
","0.8798351287841797
","0
","[1988, 1987, 1998, 1992, 1975, 1993, 1997, 1999, 2000, 1995]
"
2003,"[28.922920416008374, 28.98142077911177, 29.51748782362172, 29.619738951151103, 30.46021421782137, 30.68154243523716, 30.96003421907942, 31.505647913807, 31.565552823925632, 31.641102500408245]
","[21, 15, 18, 26, 22, 19, 12, 20, 25, 28]
","0
","1.1726882457733154
","0
","[1994, 1988, 1991, 1999, 1995, 1992, 1985, 1993, 1998, 2001]
"
2004,"[26.26513507957846, 28.337205406120614, 28.845661441961745, 29.35459927413811, 29.692730383970176, 29.947050368303234, 29.956666278413124, 30.36664453698177, 30.576810626485734, 30.742368459428782]
","[29, 12, 27, 13, 19, 11, 14, 1, 20, 6]
","0
","0.9186968803405762
","0
","[2003, 1986, 2001, 1987, 1993, 1985, 1988, 1975, 1994, 1980]
"
2005,"[24.859305279708014, 25.203103814502555, 26.227194457657017, 28.608075905325986, 28.987998800856992, 29.02883709704201, 29.053164288235024, 29.074690179263182, 29.6015829252964, 29.64350376832493]
","[23, 27, 13, 0, 18, 26, 28, 16, 20, 22]
","0
","0.8787240982055664
","0
","[1998, 2002, 1988, 1975, 1993, 2001, 2003, 1991, 1995, 1997]
"
2006,"[26.970080690482398, 27.82011897682366, 28.48537897036158, 28.520718367453913, 28.7522991704379, 28.88817617426948, 29.5360123179219, 29.601256290262913, 29.690242398636048, 29.90537765586196]
","[23, 25, 7, 3, 4, 17, 11, 29, 12, 19]
","0
","1.1484270095825195
","0
","[1999, 2001, 1983, 1979, 1980, 1993, 1987, 2005, 1988, 1995]
"
2007,"[28.80103455826637, 29.484898733075134, 30.1444372330337, 30.254126174232155, 31.18301152623781, 31.288222447193906, 31.57818468583144, 31.97371889012945, 32.70267807170541, 33.24085433602794]
","[27, 26, 18, 16, 28, 2, 6, 10, 15, 11]
","0
","0.9609191417694092
","0
","[2004, 2003, 1995, 1993, 2005, 1979, 1983, 1987, 1992, 1988]
"
2008,"[27.68969101810709, 28.197345619236764, 33.017339046159904, 33.59761999460294, 33.59971482411988, 35.08496218997843, 35.19932561182241, 36.55656769676631, 36.715581339354024, 36.848463878248886]
","[22, 11, 10, 27, 24, 5, 3, 14, 19, 17]
","0
","0.8894693851470947
","0
","[2000, 1989, 1988, 2005, 2002, 1983, 1981, 1992, 1997, 1995]
"
2009,"[27.535517589634733, 27.86180910238226, 28.09494412623277, 28.42098991633421, 28.77378636481775, 28.94704248541765, 29.044346456682526, 29.262051252004888, 30.154896243905974, 31.487539740614935]
","[2, 12, 22, 8, 9, 20, 18, 7, 23, 26]
","0
","0.9179821014404297
","0
","[1981, 1991, 2001, 1987, 1988, 1999, 1997, 1986, 2002, 2005]
"
2010,"[24.646147106675038, 27.764429448691775, 29.54595465121171, 29.91094545764326, 29.954039513340597, 30.27856626032808, 31.232365618307526, 31.454883220868158, 31.69488458465482, 31.696858703288388]
","[21, 6, 7, 24, 29, 19, 1, 5, 18, 26]
","0
","0.9332818984985352
","0
","[2001, 1986, 1987, 2004, 2009, 1999, 1981, 1985, 1998, 2006]
"
2011,"[26.035404541480755, 27.357583022747686, 28.04356516234506, 29.051409742331625, 29.31303804686159, 30.665003644498285, 31.098759250615686, 31.487607896583004, 32.032171393925324, 32.73146729040571]
","[1, 17, 16, 4, 22, 13, 24, 10, 11, 19]
","0
","1.0141148567199707
","0
","[1982, 1998, 1997, 1985, 2003, 1994, 2005, 1991, 1992, 2000]
"
2012,"[26.410313744372374, 26.963758886026664, 27.124464658742003, 27.161458273977907, 27.493234949129505, 27.946495734484706, 28.196436178350556, 28.400963736581495, 29.084226943186433, 29.09946667282938]
","[6, 10, 9, 13, 20, 18, 15, 23, 11, 26]
","0
","0.8260219097137451
","0
","[1988, 1992, 1991, 1995, 2002, 2000, 1997, 2005, 1993, 2008]
"
2013,"[27.371856621399374, 27.44053408917849, 28.36698812701858, 28.848547455203473, 29.45688230831402, 30.30518655365738, 30.552913951342585, 30.900768084742133, 31.183245998691365, 31.43440809925315]
","[10, 4, 18, 23, 16, 21, 27, 12, 15, 26]
","0
","0.8457491397857666
","0
","[1993, 1987, 2001, 2006, 1999, 2004, 2010, 1995, 1998, 2009]
"
2014,"[26.744918578462173, 27.83291700061572, 28.283701502206505, 30.530948553858188, 30.897963190768984, 30.91215261084697, 31.004091061282548, 31.039354562721456, 31.120935193510824, 31.14055571745276]
","[14, 6, 10, 27, 19, 7, 21, 26, 1, 4]
","0
","0.8470189571380615
","0
","[1998, 1990, 1994, 2011, 2003, 1991, 2005, 2010, 1985, 1988]
"
2015,"[27.58968662958228, 28.983175172270737, 29.261718882989605, 29.436919939403708, 30.329427612207706, 30.554074465689187, 31.401334318901306, 31.40576810003537, 31.440034254772183, 31.495287613365587]
","[0, 26, 18, 16, 27, 23, 25, 3, 12, 2]
","0
","0.8606770038604736
","0
","[1985, 2011, 2003, 2001, 2012, 2008, 2010, 1988, 1997, 1987]
"
2016,"[28.449828790474644, 29.15318428683787, 29.393301271576004, 29.463372634733094, 29.93711533662081, 30.172871978168313, 30.47056574213494, 30.805129097151806, 31.629197234495635, 31.91816102243366]
","[8, 19, 7, 10, 12, 5, 6, 9, 4, 21]
","0
","0.8514738082885742
","0
","[1994, 2005, 1993, 1996, 1998, 1991, 1992, 1995, 1990, 2007]
"
2017,"[25.200217683871298, 27.850092590248508, 28.150731398818277, 29.154597738321165, 29.92188549958353, 30.6824019339405, 30.85910186630101, 30.877523108164823, 31.130728353339236, 31.391520860183395]
","[17, 12, 16, 14, 23, 10, 4, 0, 5, 24]
","0
","0.8621490001678467
","0
","[2004, 1999, 2003, 2001, 2010, 1997, 1991, 1987, 1992, 2011]
"
2018,"[27.148052099517376, 29.416042249533987, 29.900414259936653, 30.11785750942133, 30.911802821368077, 31.504056007304854, 31.637223792511872, 31.696042303606383, 32.03970935159397, 32.55172209795978]
","[13, 18, 7, 25, 11, 1, 22, 10, 27, 5]
","0
","0.8516900539398193
","0
","[2001, 2006, 1995, 2013, 1999, 1989, 2010, 1998, 2015, 1993]
"
2019,"[30.288584414417254, 30.450721413300617, 30.910939171441136, 31.75546480906181, 31.973214225961133, 32.170909466251906, 32.21329498233998, 32.500852221379816, 32.74353280477739, 33.41442096061539]
","[2, 1, 3, 9, 13, 25, 16, 23, 22, 11]
","0
","0.829754114151001
","0
","[1991, 1990, 1992, 1998, 2002, 2014, 2005, 2012, 2011, 2000]
"
2020,"[26.98906050693722, 27.808424537574176, 28.181628737738013, 29.006020375780086, 29.33667275767496, 29.71871798938436, 29.833655331511153, 29.840239526322353, 30.084913686227434, 30.449910265734513]
","[8, 3, 1, 13, 4, 15, 17, 24, 2, 6]
","0
","0.8253531455993652
","0
","[1998, 1993, 1991, 2003, 1994, 2005, 2007, 2014, 1992, 1996]
"
